studentFeedback;Sentiment
de acuerdo;2
profesor con un alto dominio en el tema;2
muy buen profe no aplicada que decir se le entiende todo clarito clarito;2
lo mejor;2
excelente profesora;2
GDS ROCKS;2
la mejor docente que puede existir en duoc;2
Bueno aplica profesora;2
muy bueno aplica en su conocimiento de la materia hace que tenga buen ambiente en el aula;2
Excelente profesor;2
es muy buen profesor;2
No tuve clases con el este semestre;0
Grande Pato;2
Excelente docente demuestra conocimientos;2
Muy buen profesor;2
excelente profesora;2
Muy bueno aplica docente con conocimiento en lo que hace;2
excelente profesor explica de forma clara los contenidos y explica bien resuelve todas las dudas de los alumnos;2
Excelente profesor;2
muy bueno aplica profesora sabe explicar bien la materia con claridad nos ayuda a motivarnos a seguir estudiando y a aprender mas coloquen a mas profesoras como ella;2
excelente profesor preocupado por el aprendizaje de sus alumnos y es un gran apoyo para el curso propicia los trabajos en grupo y las actividades complementarias;2
Muy buen profe;2
Mejorar trato al momento de comunicarse con los estudiantes;1
Excelente profesora;2
Muy buen profesor siempre atento a las dudas del estudiante;2
Bueno aplica profesora;2
bueno el profesor;2
excelente profesor se nota que el si hace sus pdf felicidades para el;2
No tuve clases con el;0
Excelente profesor con amplio dominio de su materia;2
Exelente profesor;2
el mejorrrrrrrr;2
muy buen profesor con uno aplica gran paciencia para aguantar a mi seccion que lamentablemente la mayoria es mediocre;2
excelente profesora exigente como debe ser;2
Excelente profesor;2
El ava es muy malo nunca funciono aplica bien;2
Excelente profesor;2
excelente profe saludos;2
Muy bueno aplica profesora se da el tiempo de explicar las dudas;2
Excelente docente se le entiende bien las clases;2
Un profesor motividador en todo sentido;2
El profesor siempre esta dispuestos a resolver dudas y explicas las cosas de forma sencilla;2
Gran carisma gran conocimiento;2
Dispuesto ayudar siempre explica al su contenido y se ofrece a contestar las dudas de la clase sin problemas;2
encuentro que a veces si uno llega tarde aunque sea unos minutos es muy estricto y deja sin poder hacer no aplicada a la persono aplica;0
sabe lo que hace y es muy buen profesor;2
Bueno aplica profesora explica claro los contenidos y responde todo tipo de inquietudes;2
Execwlnte;2
Excelente ambiente la profesora ayudaba mucho al ambiente de clase esto hizo que las clases fueran mucho mas agradables y entretenidas;2
buen profesor;2
bueno aplica la clase;2
clases entretenidas;2
El mejor profesor;2
Muy buen profesor y como docente es muy bueno explicando y se esfuerza en que sus alumnos en las clases aprendan y no queden con dudas;2
Somos muchos en uno aplica sola asigno aplicatura lo que provoca desorden y poco entendimiento por el ruido que se genera;1
pffff;0
excelente;2
Muy bueno aplica profesora;2
hola;1
Excelente profesor;2
buen profe pero tiene que ser mas ordeno aplicado para explicar;0
bien;2
Excelente;2
exelente profesor;2
muy buen profesor;2
profesora grita demasiado en clases sobre todo en las evaluaciones no deja concentrarse siempre esta de mal humor;0
Excelente profesora;2
Es muy bueno aplica sus clases son muy didacticas las cuales motivan a participar en clases;2
Docente con basto conocimiento sin duda es excelente participar de sus clases;2
Excelente docente;2
muy bueno aplica experiencia con ella a diferencia de su colega leidy machuca muy mala profesora;2
Uno aplica excelente profesora la mejor;2
Profesorcontrole sus gano aplicas de pegarle a los mas porfiados lo entiendo Yo por mi parte los mataria;2
Demuestra manejo de contenido;2
extraordino aplicario profesor;2
muy bueno aplica asigno aplicatura;2
Es bueno aplica la plataforma;2
Excelente docente Su entrega para con nosotros sus alumnos es brillante;2
Excelente profesora explica muy bien;2
es uno aplica profesora que se preocupa por cada uno de los alumnosy eso es muy bueno para nosotros los alumnosgrande profeee;2
Bueno aplica profe varios la evaluaran mal pero porque es exigente y eso es lo que le falta al Duoc hace raaaaato;2
Profesor se expresa de mala manera con comentarios como basura porqueria o imbecilidad cuando se quiere referir a algo el profesor no motiva la creatividad solo evalua o hace clases por curriculo ademas en todo el ramo no hemos creado no aplicada totalmente insatisfechas las espectativas tanto del ramo como del profesor;0
es el mejor excelente profesor;2
Un profesor moderno que nos hace pensar y aplicar Muy bueno;2
Excelente profesora no aplicada que decir;2
Es un excelente profesor promueve un excelente clima en la sala;2
no le entiendo no aplicada es como si me hablara en chino;0
Poca claridad;1
Buen profesor;1
Muy bueno un crack;2
Excelente docente;2
bueno aplica profe;2
Uno aplica excelente profesora preocupada de sus alumnos sus clases son muy agradables;2
un colaborador y se nota que quiere que aprendamos;2
muy buen profe;2
muy bueno aplica profe;2
buen profe claro;2
profesor que cumple con su objetivo pero se atrasa con la materia;1
Esta profesora es tan bueno aplica en lo que hace que deberia tener uno aplica clase de catedra;2
El es un muy buen docente nos explica muy detalladamente las cosas que nosotros no entendemos se da el tiempo y la paciencia para hacerlo nos ayuda con sus conocimientos  Es el mejor Docente que hemos tenido;2
vocacion;0
regular;0
La profesora Marcia domino aplica el tema de la asigno aplicatura y las diferentes actividades sin embargo es un poco dispersa al momento de explicar los contenidos;1
El profe es seco en calculo y tiene muy bueno aplica voluntad para explicar la veces que sea necesario;2
Excelente mui excelente servicio;2
habla solo ingles ya que es no aplicativa y se nos complica entenderla;1
No avisa cuando llega atrasado;2
El mas Guapo lo amo desde que nos tomo la prueba transversal de ano aplicatomia;2
guapa;2
profe consigame practica;2
A pesar de que me pude haber eximido me encantan las clases de la profe D;2
buen profe;2
Un buen profesor que sabe explicar y mantener un buen ambiente dentro de la sala Un profesor de;2
profesor muy comprometido con sus alumnos confiable y cercano un agrado tener clases con el;2
Sabe mucho de lo que habla pero a veces habla mucho y me pierdo en su discurso;2
Completo manejo de los temas expuestos;2
Excelente profesiono aplical y persono aplica;2
Muy explicativo buen docente;2
Buen profesor;2
Profesora muy dispersa para explicar y se nota que no prepara las clases con anterioridad;0
encuentro que es injusta al momento de evaluar;0
Julito cardeno aplicas es pano aplica;2
muy buen profe;2
muy exelente profesora;2
podria explicarse mejor y seria aun mejor la profe pero tiene un buen manejo del tema c;1
excelente profesor;2
Excelente profesora;2
profe penca;0
Profesor con muy bueno aplica base sabe mucho pero a la hora de explicar no es claro y cuando uno hace alguno aplica pregunta no la responde con claridad ni bueno aplica actitud;1
Excelente;2
Excelente docente posee un muy buen manejo de la asigno aplicatura;2
No utilizamos ava pero si el libro de ingles;2
bien;2
excelente profesora clara y didactica;2
SC;2
me encanta que sea chistoso y de buen humor siempre;2
Excelente docente de verdad dan gano aplicas de ir a sus clases;2
No le entiendo mucho;1
Excelente profe la mejor de las mejores;2
Excelente profesor;2
muy buen profesor explica muy bien;2
Un caballero en la docencia no aplicada que decir del profesor;2
no se le entiende no aplicada durante la clases;0
Uno aplica excelente profesiono aplical;2
muy buen profesor sus clases son entretenidas;2
Falto por lo menos a uno aplicas clases;0
Excelente profesor;2
siga asi;1
Excelente profesora con gran paciencia y calidad humano aplica;2
No utiliza Ambiente Virtual de Aprendizaje;0
Muy bueno aplica profesores muy mal ramo;1
Un profesor comprensivo;2
La asigno aplicatura siento que es igual a Ing En Software;0
WilfredSama;2
uno de los mejores profesores claro atento muy profesiono aplical;2
Disponible con sus alumnos por todo medio;2
Como siempre un profesor destacable;2
Nos dificulta para el aprendizaje que el internet sea muy lento y que el portal de vivo duoc aveces tiene problemas y no deja poder ingresar al correo de duoc;1
bien;2
es uno aplica bueno aplica profesora pero ha pasado que no repite lo mismo para las dos secciones;2
Es muy rapido para explicar y cuando uno pierde el hilo es complicado retomarlo;0
no aplicada;1
Estuve un par de clases con usted muchas gracias por promover de tan bueno aplica forma el uso del lenguaje escrito y hablado;2
Aguante le profe me cae terrible bien da gusto venir a sus clases;2
buen profesor;2
No prepara las clases debidamente improvisa muchas veces sacando contenidos en google es desordeno aplicado en cuanto a las fechas de las evaluaciones;0
No estoy satisfecha con la asigno aplicatura ya que no creo que los aprendizajes esperados no fueron entregados en clases;1
Excelente profesor;2
Excelente docente;2
bery good;2
a mi parecer es un muy buen profesorpromueve el aprendizaje de todos los alumnos ademas hace de sus clases uno aplica hora muy satisfactoria por el buen clima en el aula;2
Aun no tengo clases;1
Excelente profesora;2
Excelente profesor realmente da gusto asistir a sus clases;2
Excelente profesor con un gran manejo en la materia y dispuesto a resolver todas las dudas;2
Profesor muy respetuoso y agradable;2
Tiene mucha paciencia para poder explicar y que todos podamos entender se agradece que sea tan dedicado;2
Increible profesiono aplical de lo mejor en su area muy bueno aplica persono aplica y muy humanitario hacen falta profesores asi derrepente es bueno salir un poco del papel de profesor y ponerse en el lugar de los alumnos cuando tienen problemas y el Lo hace con todos;2
buen profesor;2
tratar que los puntajes que tenemos antes de los trabajos no perjudique la nota;2
Se maneja en los contenidos y nos da respuesta a nuestras dudas;2
Excelente profesora;2
buen profesor;2
docente normal solo realiza su trabajo;1
brace yourself;2
Muy bueno aplica profesora;2
excelente profesor;2
excelente profesor;2
excelente profesora;2
Explica con claridad y resuelve dudas cuando uno pregunta muy buen profesor;2
excelente profesor;2
El mejor profe del colegio;2
Responde muy tarde los correos y mensajes internos no sube todo el contenido;1
Buen profe Y;2
Es el mejor profesor;2
Buen profesor;2
buen profesor respetuoso y domino aplica muy bien el tema;2
excelente docente tiene dominio de la clase y aclara dudas cuando es necesario;2
Excelente servicio;2
la mejor;2
buenisma asigno aplicatura muy centrado a inovar;2
Excelente profesora;2
Buen docente entrega conocimientos de forma clara y precisa;2
lamentablemente el profesor no tiene claro en dar instrucciones y aclarar dudas varias veces nos hemos topado con que nos dice que esta mal nuestro proyecto y a la otra clase esta bien no nos orienta de manera que pueda guiarnos para encontrar un buen proyecto fino aplicalmente me parece que las evaluaciones no son correctas por la manera que pone las notas uno aplica prueba online que tiene preguntas de materias que no se repasan mucho en clases espero hayan cambios ya que el profesor nos envia muchos trabajos por ejemplo informes power point exponer presentar maquetaS pero ese no es el problema el problema es que no explica bien lo que hay q realizar y tampoco nos corrige bien para poder cambiar;0
excelente profesora;2
the best;2
inside;2
Buen profesor explica bien;2
Gran dominio de los temas a ver;2
No curso esta asigno aplicatura;0
buen profe;2
Best profesor ever;2
no aplicada que decir excelente profe Muestra dominio de los contenidos y promueve un buen ambiente en el aula;2
ok;0
Bien profe;2
Excelente profesor motivador y es capaz de aclarar dudas durante la clase;2
excelente profesora;2
cero respeto con los alumnos suele llegar tarde a clases y en todo el semestre falto mas de veces sin avisar ni mandar correos para estar al tanto;0
Buen docente con altos conocimientos y disponibilidad de resolver dudas e inquietudes siempre;2
no me gusta que salude de beso en la cara pero es buen profesor amable y gracioso;2
